name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Palmeiras vs Cuiabá,2023-04-15 19:00:00,Palmeiras won after full-time.,Brasileirao Betano Serie A,Palmeiras,Cuiabá,2,1,3,9,4.0,4.0,7.0,6.0,17.0,12.0,111.0,112.0,73.0,41.0,52.0,48.0,0.0,0.0,10.0,6.0,7.0,6.0,3.0,2.0,,,12.0,10.0,20.0,16.0,3.0,3.0,1.0,4.0,1.38,5.18,8.71,1.7,2.21,,,,,,,1.36,5.0,7.5,1.67,2.1,,,,,1.83,2.03,2023
América Mineiro vs Fluminense,2023-04-15 19:00:00,Fluminense won after full-time.,Brasileirao Betano Serie A,América Mineiro,Fluminense,0,3,,,11.0,1.0,9.0,3.0,17.0,15.0,114.0,56.0,95.0,22.0,46.0,54.0,0.0,1.0,11.0,10.0,6.0,5.0,2.0,3.0,,,10.0,10.0,21.0,10.0,5.0,2.0,3.0,2.0,2.56,3.35,2.95,2.06,1.81,,,,,,,2.5,3.25,2.88,1.95,1.8,,,1.85,2.0,2.05,1.8,2023
Botafogo vs São Paulo,2023-04-15 21:30:00,Botafogo won after full-time.,Brasileirao Betano Serie A,Botafogo,São Paulo,2,1,6,11,3.0,7.0,5.0,6.0,12.0,16.0,85.0,122.0,57.0,41.0,31.0,69.0,0.0,0.0,6.0,11.0,6.0,5.0,2.0,1.0,,,8.0,14.0,19.0,12.0,7.0,1.0,3.0,2.0,2.46,3.17,3.26,1.85,2.0,,,,,,,2.38,3.2,3.1,1.75,2.0,1.8,2.05,2.1,1.78,,,2023
Bragantino vs Bahia,2023-04-15 21:30:00,Bragantino won after full-time.,Brasileirao Betano Serie A,Bragantino,Bahia,2,1,16,15,4.0,7.0,4.0,5.0,13.0,9.0,127.0,87.0,54.0,39.0,56.0,44.0,0.0,0.0,6.0,5.0,7.0,4.0,2.0,3.0,,,10.0,8.0,17.0,14.0,2.0,5.0,3.0,1.0,1.85,3.71,4.58,2.02,1.84,,,,,,,1.85,3.75,4.2,1.91,1.91,,,1.8,2.05,2.0,1.85,2023
Athletico PR vs Goiás,2023-04-15 21:30:00,Athletico PR won after full-time.,Brasileirao Betano Serie A,Athletico PR,Goiás,2,0,10,14,3.0,8.0,4.0,8.0,11.0,16.0,96.0,120.0,44.0,51.0,44.0,56.0,0.0,0.0,8.0,7.0,3.0,9.0,1.0,1.0,1.0,1.0,8.0,7.0,19.0,18.0,2.0,1.0,2.0,3.0,1.64,3.69,6.63,1.63,2.36,,,,,,,1.6,3.6,6.5,1.57,2.25,,,2.1,1.78,2.03,1.83,2023
Fortaleza vs Internacional,2023-04-15 21:30:00,Game ended in draw.,Brasileirao Betano Serie A,Fortaleza,Internacional,1,1,12,5,5.0,1.0,7.0,5.0,24.0,11.0,126.0,110.0,73.0,30.0,47.0,53.0,0.0,0.0,10.0,6.0,14.0,5.0,0.0,2.0,,,14.0,12.0,19.0,11.0,5.0,5.0,1.0,1.0,1.91,3.6,4.4,1.94,1.91,,,,,,,1.91,3.6,4.0,1.8,1.95,,,1.85,2.0,,,2023
Atlético Mineiro vs Vasco da Gama,2023-04-16 00:00:00,Vasco da Gama won after full-time.,Brasileirao Betano Serie A,Atlético Mineiro,Vasco da Gama,1,2,13,9,14.0,3.0,7.0,1.0,26.0,7.0,145.0,73.0,73.0,20.0,74.0,26.0,0.0,0.0,15.0,6.0,11.0,1.0,2.0,2.0,,,17.0,3.0,14.0,10.0,1.0,9.0,6.0,5.0,1.84,3.59,4.84,1.95,1.9,,,,,,,1.8,3.5,4.75,1.8,1.95,,,1.83,2.03,2.05,1.8,2023
Flamengo vs Coritiba,2023-04-16 19:00:00,Flamengo won after full-time.,Brasileirao Betano Serie A,Flamengo,Coritiba,3,0,10,11,6.0,3.0,5.0,2.0,15.0,10.0,147.0,96.0,82.0,26.0,59.0,41.0,1.0,0.0,5.0,3.0,10.0,7.0,1.0,2.0,,,11.0,5.0,19.0,16.0,3.0,4.0,3.0,3.0,1.39,5.01,8.78,1.82,2.05,,,,,,,1.4,4.5,8.5,1.8,1.95,,,,,,,2023
Corinthians vs Cruzeiro,2023-04-16 19:00:00,Corinthians won after full-time.,Brasileirao Betano Serie A,Corinthians,Cruzeiro,2,1,14,13,7.0,4.0,4.0,3.0,12.0,8.0,84.0,139.0,36.0,41.0,42.0,58.0,0.0,0.0,6.0,4.0,6.0,4.0,4.0,3.0,,,10.0,5.0,14.0,12.0,1.0,5.0,4.0,2.0,1.8,3.51,5.29,1.7,2.22,,,,,,,1.75,3.4,5.25,1.67,2.1,,,2.1,1.78,,,2023
Grêmio vs Santos,2023-04-16 21:30:00,Grêmio won after full-time.,Brasileirao Betano Serie A,Grêmio,Santos,1,0,11,12,4.0,11.0,6.0,8.0,17.0,16.0,104.0,111.0,51.0,65.0,45.0,55.0,1.0,0.0,8.0,12.0,9.0,4.0,1.0,1.0,0.0,1.0,12.0,11.0,12.0,15.0,4.0,5.0,3.0,3.0,1.79,3.53,5.35,1.68,2.26,,,,,,,1.8,3.4,5.0,1.62,2.2,1.8,2.05,1.98,1.88,,,2023
