name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Nacional vs River Plate,2024-02-16 23:30:00,Nacional won after full-time.,Uruguay Primera Division,Nacional,River Plate,2,1,10,15,7.0,2.0,7.0,6.0,13.0,7.0,143.0,108.0,102.0,37.0,60.0,40.0,0.0,1.0,8.0,3.0,5.0,4.0,2.0,1.0,,,,,10.0,13.0,0.0,1.0,3.0,2.0,1.58,4.02,6.36,1.69,2.21,,,1.86,2.01,2.07,1.81,1.55,4.0,6.0,1.66,2.1,,,1.82,2.02,2.05,1.8,2024
Fénix vs Danubio,2024-02-17 20:00:00,Danubio won after full-time.,Uruguay Primera Division,Fénix,Danubio,1,2,11,8,9.0,2.0,2.0,4.0,7.0,11.0,115.0,87.0,76.0,52.0,51.0,49.0,0.0,0.0,3.0,8.0,4.0,3.0,1.0,0.0,,,,,22.0,11.0,3.0,1.0,5.0,3.0,2.85,2.91,2.96,1.7,2.19,2.05,1.83,,,,,2.75,2.87,2.75,1.61,2.2,2.05,1.8,,,,,2024
Miramar Misiones vs Progreso,2024-02-17 22:15:00,Progreso won after full-time.,Uruguay Primera Division,Miramar Misiones,Atlético Progreso,2,3,4,14,8.0,7.0,5.0,4.0,15.0,9.0,113.0,106.0,71.0,78.0,55.0,45.0,0.0,0.0,10.0,5.0,5.0,4.0,1.0,5.0,,,,,6.0,9.0,3.0,2.0,2.0,2.0,2.52,3.05,3.24,1.79,2.06,1.83,2.04,,,,,2.4,3.2,2.9,1.66,2.1,1.82,2.02,2.1,1.77,,,2024
Deportivo Maldonado vs Boston River,2024-02-18 00:30:00,Boston River won after full-time.,Uruguay Primera Division,Deportivo Maldonado,Boston River,1,2,12,10,6.0,4.0,7.0,4.0,13.0,10.0,111.0,91.0,80.0,59.0,59.0,41.0,0.0,0.0,6.0,7.0,7.0,3.0,2.0,2.0,8.0,10.0,,,11.0,10.0,1.0,3.0,4.0,3.0,2.31,3.15,3.52,1.96,1.88,,,1.93,1.93,,,2.25,3.2,3.25,1.83,1.83,,,1.95,1.9,,,2024
Cerro vs Wanderers,2024-02-18 13:00:00,Game ended in draw.,Uruguay Primera Division,Cerro,Wanderers,1,1,5,8,10.0,6.0,3.0,2.0,10.0,7.0,120.0,96.0,83.0,58.0,41.0,59.0,0.0,0.0,6.0,3.0,4.0,4.0,3.0,3.0,7.0,8.0,,,9.0,12.0,1.0,3.0,1.0,4.0,2.7,2.99,3.04,1.7,2.19,2.0,1.86,,,,,2.62,3.0,3.0,1.66,2.1,1.97,1.87,,,,,2024
Racing vs Liverpool,2024-02-18 20:00:00,Game ended in draw.,Uruguay Primera Division,Racing,Liverpool,2,2,6,8,2.0,4.0,3.0,4.0,11.0,10.0,117.0,126.0,48.0,55.0,41.0,59.0,0.0,0.0,9.0,6.0,2.0,4.0,2.0,1.0,10.0,8.0,,,17.0,14.0,4.0,4.0,2.0,3.0,3.02,3.2,2.57,1.84,2.0,,,2.07,1.81,,,3.2,3.2,2.3,1.8,1.9,,,2.02,1.82,,,2024
Cerro Largo vs Peñarol,2024-02-18 23:00:00,Peñarol won after full-time.,Uruguay Primera Division,Cerro Largo,Peñarol,1,2,9,8,6.0,6.0,2.0,1.0,13.0,7.0,84.0,96.0,64.0,54.0,37.0,63.0,0.0,0.0,4.0,3.0,9.0,4.0,2.0,1.0,,,,,14.0,10.0,1.0,2.0,3.0,4.0,5.9,3.38,1.75,1.59,2.41,1.9,1.96,,,,,5.75,3.4,1.66,1.5,2.5,1.95,1.9,,,,,2024
River Plate vs Deportivo Maldonado,2024-02-23 20:00:00,River Plate won after full-time.,Uruguay Primera Division,River Plate,Deportivo Maldonado,3,1,14,13,2.0,3.0,4.0,2.0,13.0,10.0,121.0,115.0,69.0,87.0,58.0,42.0,0.0,0.0,8.0,6.0,5.0,4.0,1.0,4.0,7.0,6.0,,,17.0,8.0,4.0,4.0,4.0,3.0,2.51,3.17,3.13,1.87,1.97,,,2.05,1.83,,,2.37,3.1,3.0,1.8,1.9,,,2.05,1.8,,,2024
Wanderers vs Racing,2024-02-23 23:30:00,Racing won after full-time.,Uruguay Primera Division,Wanderers,Racing,0,1,8,7,3.0,9.0,2.0,6.0,5.0,7.0,73.0,127.0,47.0,103.0,50.0,50.0,0.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,,,,,8.0,9.0,0.0,1.0,2.0,3.0,2.88,3.03,2.82,1.78,2.08,1.85,2.02,,,,,2.6,3.2,2.62,1.72,2.0,1.85,2.0,,,,,2024
Boston River vs Danubio,2024-02-24 20:00:00,Game ended in draw.,Uruguay Primera Division,Boston River,Danubio,0,0,3,6,6.0,9.0,3.0,9.0,7.0,12.0,125.0,102.0,76.0,67.0,62.0,38.0,0.0,0.0,3.0,3.0,4.0,9.0,2.0,0.0,14.0,11.0,,,14.0,10.0,2.0,2.0,2.0,1.0,2.77,3.05,2.9,1.96,1.88,,,1.94,1.92,,,2.55,3.1,2.7,1.83,1.83,,,1.97,1.87,,,2024
