team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
América Mineiro,1.16,0.95,6.26,5.95,7.37,5.53,17.05,12.53,96.21,99.74,52.21,41.32,48.74,51.0,0.16,0.05,10.0,6.84,7.05,5.68,1.37,1.84,,,10.89,8.0,13.37,12.32,2.58,3.58,1.79,1.68,,,,0.51,0.53,,,,,,,,,,0.57,0.5,0.52,0.53,0.51,0.53,,,Brasileirao Betano Serie A,2022,1.16,0.95,6.32,4.95,8.47,5.68,17.28,12.5,115.47,91.63,46.21,37.16,56.21,43.63,0.22,0.22,10.72,7.0,6.56,5.5,1.95,1.74,4.0,12.0,11.68,8.68,13.16,14.05,2.95,3.53,1.84,2.53,,,,0.51,0.52,,,,,,,,,,0.56,0.5,0.52,0.52,0.52,0.52,0.52,0.52
Athletico PR,1.63,0.89,6.05,5.26,6.89,6.58,14.89,13.05,95.47,94.95,37.74,38.11,46.79,53.0,0.42,0.16,7.68,7.47,7.21,5.58,1.47,0.79,4.0,3.0,11.0,9.16,12.05,10.05,2.32,2.79,2.63,2.26,,,,0.49,0.55,,,,,,,,,,0.57,0.5,0.53,0.51,0.51,0.53,0.49,0.55,Brasileirao Betano Serie A,2022,1.63,0.89,7.11,4.47,7.47,5.37,16.47,11.79,108.37,96.58,53.79,34.37,56.26,43.37,0.05,0.16,8.68,5.42,7.79,6.37,1.11,1.47,,,11.06,7.56,13.16,13.05,2.05,3.21,1.58,2.05,,,,0.49,0.55,,,,,,,,,,0.59,0.49,0.52,0.52,0.52,0.52,0.48,0.56
Atlético GO,1.16,1.21,6.11,5.32,8.58,5.79,16.79,12.26,104.74,94.84,56.89,41.74,52.47,47.16,0.16,0.11,9.84,7.11,6.95,5.16,1.68,1.37,8.0,9.0,11.11,8.05,11.79,11.79,2.68,2.79,2.47,2.0,,,,0.51,0.53,,,,,,,,,,0.56,0.51,0.51,0.54,0.52,0.52,0.5,0.55,Brasileirao Betano Serie A,2022,1.79,0.89,7.74,4.68,7.05,5.26,17.42,11.26,105.68,90.89,55.74,36.37,51.05,48.74,0.05,0.0,10.37,6.26,7.05,5.0,1.05,1.42,,,11.42,7.89,12.05,12.84,2.84,3.63,2.16,2.68,,,,0.52,0.52,,,,,,,,,,0.56,0.5,0.49,0.55,0.51,0.54,0.52,0.52
Atlético Mineiro,1.32,0.95,7.21,3.16,8.68,3.37,17.26,7.68,123.74,86.42,56.05,29.05,59.89,39.95,0.11,0.17,9.37,4.42,7.89,3.26,1.68,1.26,7.0,11.5,11.84,5.32,10.58,13.0,1.74,3.53,2.17,2.72,,,,0.45,0.59,,,,,,,,,,0.61,0.46,,,0.53,0.51,0.53,0.51,Brasileirao Betano Serie A,2022,1.0,1.05,3.53,5.95,5.21,6.53,11.21,13.84,94.32,109.21,35.11,45.32,43.37,56.26,0.21,0.21,6.26,7.37,4.95,6.47,1.05,1.21,3.0,3.5,7.53,10.26,13.16,13.89,2.89,2.11,2.47,2.37,,,,0.48,0.56,,,,,,,,,,0.59,0.49,0.53,0.51,0.51,0.54,0.5,0.54
Avaí,1.26,1.37,5.0,5.37,6.21,5.58,12.67,11.89,109.42,94.21,41.0,41.63,51.37,48.47,0.58,0.32,6.83,7.89,5.83,4.0,1.47,1.16,,,8.53,8.16,14.68,15.05,2.42,1.95,2.63,2.47,,,,0.49,0.55,,,,,,,,,,0.58,0.49,0.51,0.53,0.5,0.55,,,Brasileirao Betano Serie A,2022,1.79,0.53,8.42,3.95,8.74,5.26,17.89,10.89,110.0,97.26,54.58,32.79,50.21,49.47,0.21,0.16,11.47,5.26,6.42,5.63,0.95,1.42,6.5,5.5,11.95,7.05,14.32,13.42,2.68,3.37,1.79,2.58,,,,0.46,0.58,,,,,,,,,,0.61,0.47,0.56,0.49,0.51,0.53,0.52,0.52
Botafogo,0.95,1.0,4.74,4.79,7.0,5.16,15.11,10.89,112.89,105.42,43.53,41.37,48.53,51.16,0.11,0.05,7.67,6.78,7.44,4.11,1.11,2.53,0.0,1.0,9.05,6.37,15.21,16.05,1.53,3.05,2.47,3.11,,,,0.5,0.55,,,,,,,,,,0.58,0.49,0.54,0.5,0.51,0.53,,,Brasileirao Betano Serie A,2022,1.26,1.21,5.63,4.58,6.63,5.68,14.0,12.58,106.58,98.68,45.47,35.68,50.84,48.89,0.21,0.11,8.95,7.05,5.05,5.53,3.0,1.58,4.5,8.5,10.16,8.95,13.79,14.16,3.21,3.16,2.0,2.58,,,,0.48,0.56,,,,,,,,,,0.57,0.49,0.52,0.52,0.52,0.53,,
Bragantino,1.53,1.21,6.58,5.37,7.79,4.63,16.21,10.58,102.16,93.42,47.32,34.53,50.63,49.21,0.16,0.32,9.0,5.79,7.21,4.79,1.84,1.0,7.0,9.0,11.16,7.37,13.11,12.21,2.11,3.16,2.26,2.84,,,,0.51,0.54,,,,,,,,,,0.56,0.51,0.54,0.5,0.5,0.54,0.51,0.53,Brasileirao Betano Serie A,2022,1.89,1.05,6.47,4.89,6.16,6.42,15.95,12.42,100.58,96.63,49.74,34.47,49.79,50.0,0.32,0.11,9.58,6.53,6.37,5.89,1.53,1.21,5.33,8.33,9.21,8.47,11.26,13.21,2.47,3.26,1.84,2.05,,,,0.51,0.54,,,,,,,,,,0.56,0.51,0.54,0.51,0.52,0.52,0.51,0.53
Ceará,1.05,1.16,5.37,4.26,7.32,6.0,14.95,12.79,103.74,89.79,42.21,28.21,52.05,47.63,0.21,0.05,9.05,7.05,5.89,5.74,1.74,1.26,5.0,4.0,10.0,8.42,13.89,15.74,2.16,2.95,2.47,3.26,,,,0.49,0.55,,,,,,,,,,0.58,0.49,0.51,0.53,0.51,0.53,0.53,0.51,Brasileirao Betano Serie A,2022,1.0,0.74,7.16,5.42,6.89,6.0,15.42,12.63,96.84,89.79,45.79,36.37,51.11,48.68,0.32,0.21,8.32,6.68,7.11,5.95,1.58,1.79,4.0,9.0,9.84,7.95,13.16,12.26,2.32,2.68,2.79,3.84,,,,0.47,0.57,,,,,,,,,,0.59,0.48,0.54,0.51,0.5,0.54,0.51,0.53
Corinthians,1.33,0.61,5.84,4.58,5.63,5.47,13.28,12.5,111.79,99.0,45.21,33.53,56.26,43.42,0.11,0.06,7.94,6.83,5.33,5.67,1.58,2.0,6.0,8.0,8.32,8.11,12.68,12.21,3.21,2.37,1.63,2.42,,,,0.45,0.59,,,,,,,,,,0.62,0.45,0.51,0.53,0.49,0.55,,,Brasileirao Betano Serie A,2022,1.32,1.05,5.05,4.05,6.42,4.63,14.11,10.39,99.58,102.53,48.05,40.74,46.79,52.89,0.26,0.05,8.22,6.22,5.89,4.17,1.79,0.89,,,9.16,7.47,10.63,11.32,2.47,2.58,1.53,2.26,,,,0.45,0.59,,,,,,,,,,0.61,0.46,0.52,0.53,0.49,0.55,,
Coritiba,1.32,0.84,5.74,5.89,6.58,6.0,13.16,13.26,92.63,109.37,43.37,45.63,44.32,55.42,0.16,0.11,7.68,6.42,5.47,6.84,1.42,1.74,1.0,2.5,8.47,8.42,13.16,13.68,2.42,2.42,2.74,2.95,,,,0.49,0.55,,,,,,,,,,0.57,0.5,0.53,0.51,0.5,0.54,0.51,0.53,Brasileirao Betano Serie A,2022,2.32,0.74,5.47,5.05,6.53,5.58,16.79,13.58,104.89,95.05,46.53,40.84,50.95,48.89,0.21,0.05,10.47,7.0,6.32,6.58,1.47,1.47,5.5,7.5,11.47,8.0,13.05,11.26,2.95,3.42,1.74,2.74,,,,0.48,0.56,,,,,,,,,,0.58,0.49,0.56,0.49,0.52,0.52,0.52,0.52
