name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Milan vs Udinese,2022-08-13 16:30:00,Milan won after full-time.,Italy Serie A,Milan,Udinese,4,2,,,5.0,1.0,7.0,4.0,14.0,9.0,96.0,80.0,36.0,18.0,59.0,40.0,1.0,0.0,9.0,5.0,5.0,4.0,0.0,1.0,7.0,5.0,13.0,6.0,13.0,15.0,0.0,1.0,1.0,4.0,,,,1.93,1.94,,,,,,,,,,1.91,1.91,,,,,,,2022-2023
Sampdoria vs Atalanta,2022-08-13 16:30:00,Atalanta won after full-time.,Italy Serie A,Sampdoria,Atalanta,0,2,,,3.0,2.0,5.0,3.0,11.0,9.0,110.0,82.0,17.0,15.0,55.0,44.0,0.0,0.0,6.0,6.0,5.0,3.0,1.0,2.0,11.0,5.0,6.0,7.0,21.0,13.0,1.0,1.0,4.0,6.0,,,,2.22,1.71,,,,,,,,,,2.05,1.7,,,,,,,2022-2023
Lecce vs Inter,2022-08-13 18:45:00,Inter won after full-time.,Italy Serie A,Lecce,Inter,1,2,13,10,6.0,8.0,4.0,5.0,10.0,19.0,70.0,122.0,22.0,46.0,30.0,69.0,0.0,0.0,5.0,11.0,5.0,8.0,2.0,3.0,,,8.0,16.0,18.0,19.0,7.0,3.0,4.0,2.0,,,,2.07,1.81,,,,,,,,,,1.95,1.8,,,,,,,2022-2023
Monza vs Torino,2022-08-13 18:45:00,Torino won after full-time.,Italy Serie A,Monza,Torino,1,2,14,20,2.0,7.0,7.0,3.0,15.0,13.0,88.0,101.0,25.0,34.0,54.0,45.0,0.0,0.0,5.0,12.0,10.0,1.0,1.0,5.0,,,13.0,7.0,17.0,15.0,2.0,3.0,1.0,2.0,,,,2.01,1.87,,,,,,,,,,1.95,1.8,,,1.86,2.04,,,2022-2023
Fiorentina vs Cremonese,2022-08-14 16:30:00,Fiorentina won after full-time.,Italy Serie A,Fiorentina,Cremonese,3,2,12,10,11.0,4.0,7.0,3.0,28.0,13.0,136.0,66.0,64.0,21.0,75.0,24.0,0.0,0.0,21.0,9.0,7.0,4.0,1.0,1.0,2.0,6.0,18.0,6.0,18.0,19.0,2.0,8.0,0.0,3.0,,,,1.98,1.88,,,,,,,,,,1.95,1.8,,,,,,,2022-2023
Lazio vs Bologna,2022-08-14 16:30:00,Lazio won after full-time.,Italy Serie A,Lazio,Bologna,2,1,15,9,3.0,2.0,2.0,6.0,9.0,11.0,81.0,86.0,47.0,27.0,40.0,59.0,0.0,1.0,4.0,5.0,5.0,6.0,3.0,2.0,4.0,10.0,8.0,8.0,18.0,15.0,1.0,3.0,2.0,5.0,,,,2.28,1.68,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
Salernitana vs Roma,2022-08-14 18:45:00,Roma won after full-time.,Italy Serie A,Salernitana,Roma,0,1,18,17,4.0,2.0,5.0,9.0,13.0,20.0,104.0,74.0,41.0,37.0,52.0,48.0,0.0,0.0,4.0,14.0,9.0,6.0,1.0,3.0,,,7.0,12.0,18.0,18.0,3.0,2.0,3.0,2.0,,,,1.9,1.97,,,,,,,,,,1.8,1.95,,,,,,,2022-2023
Spezia vs Empoli,2022-08-14 18:45:00,Spezia won after full-time.,Italy Serie A,Spezia,Empoli,1,0,20,13,6.0,4.0,6.0,8.0,9.0,18.0,92.0,133.0,35.0,63.0,40.0,59.0,0.0,0.0,4.0,9.0,5.0,9.0,3.0,1.0,,,9.0,11.0,15.0,13.0,5.0,1.0,2.0,1.0,,,,2.33,1.65,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
Hellas Verona vs Napoli,2022-08-15 16:30:00,Napoli won after full-time.,Italy Serie A,Hellas Verona,Napoli,2,5,17,19,4.0,8.0,3.0,11.0,6.0,25.0,85.0,110.0,33.0,23.0,33.0,66.0,0.0,0.0,5.0,20.0,1.0,5.0,1.0,2.0,,,5.0,19.0,6.0,14.0,1.0,0.0,2.0,2.0,,,,2.3,1.67,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
Juventus vs Sassuolo,2022-08-15 18:45:00,Juventus won after full-time.,Italy Serie A,Juventus,Sassuolo,3,0,19,20,3.0,2.0,7.0,6.0,14.0,19.0,61.0,119.0,10.0,24.0,42.0,57.0,1.0,0.0,11.0,5.0,3.0,14.0,4.0,2.0,4.0,12.0,12.0,12.0,5.0,7.0,4.0,1.0,1.0,3.0,,,,2.19,1.73,,,,,,,,,,2.05,1.7,,,,,,,2022-2023
